637.948547,0.004000,-0.980000
637.949916,0.004000,-0.960000
637.951285,0.008000,-1.000000
637.952653,0.008000,-1.020000
637.954022,0.008000,-0.980000
637.955390,0.004000,-1.000000
637.956759,0.004000,-0.940000
637.958127,0.008000,-0.120000
637.959496,0.012000,0.060000
637.960864,0.008000,0.080000
637.962233,0.008000,0.080000
637.963601,0.008000,0.100000
637.964970,0.008000,0.120000
637.966339,0.004000,0.100000
637.967707,0.004000,0.080000
637.969076,0.008000,0.100000
637.970444,0.012000,0.100000
637.971813,0.008000,0.120000
637.973181,0.008000,0.080000
637.974550,0.004000,0.100000
637.975918,0.008000,0.100000
637.977287,0.012000,0.120000
637.978655,0.008000,0.120000
637.980024,0.004000,0.080000
637.981393,0.012000,0.100000
637.982761,0.008000,0.100000
637.984130,0.012000,0.120000
637.985498,0.012000,0.140000
637.986867,0.008000,0.140000
637.988235,0.008000,0.140000
637.989604,0.008000,0.140000
637.990972,0.012000,0.120000
637.992341,0.012000,0.120000
637.993709,0.012000,0.120000
637.995078,0.004000,0.100000
637.996447,0.008000,0.120000
637.997815,0.008000,0.100000
637.999184,0.004000,0.100000
638.000552,0.008000,0.120000
638.001921,0.008000,0.100000
638.003289,0.008000,0.100000
638.004658,0.012000,0.120000
638.006026,0.008000,0.100000
638.007395,0.008000,0.120000
638.008764,0.008000,0.140000
638.010132,0.008000,0.120000
638.011501,0.012000,0.100000
638.012869,0.004000,0.120000
638.014238,0.008000,0.080000
638.015606,0.012000,0.120000
638.016975,0.012000,0.120000
638.018343,0.012000,0.120000
638.019712,0.008000,0.100000
638.021080,0.004000,0.100000
638.022449,0.008000,0.120000
638.023818,0.008000,0.100000
638.025186,0.008000,0.100000
638.026555,0.008000,0.100000
638.027923,0.012000,0.120000
638.029292,0.008000,0.100000
638.030660,0.016000,0.100000
638.032029,0.012000,0.120000
638.033397,0.008000,0.100000
638.034766,0.008000,0.120000
638.036134,0.008000,0.080000
638.037503,0.008000,0.120000
638.038872,0.004000,0.120000
638.040240,0.008000,0.100000
638.041609,0.008000,0.120000
638.042977,0.008000,0.120000
638.044346,0.008000,0.120000
638.045714,0.004000,0.120000
638.047083,0.004000,0.120000
638.048451,0.008000,0.120000
638.049820,0.012000,-0.700000
638.051188,0.008000,-0.960000
638.052557,0.004000,-0.980000
638.053926,0.008000,-0.980000
638.055294,0.008000,-0.980000
638.056663,0.008000,-0.980000
638.058031,0.008000,-0.980000
638.059400,0.008000,-1.000000
638.060768,0.008000,-1.000000
638.062137,0.012000,-1.000000
638.063505,0.012000,-1.020000
638.064874,0.008000,-1.000000
638.066242,0.004000,-0.980000
638.067611,0.004000,-0.980000
638.068980,0.008000,-1.000000
638.070348,0.008000,-0.960000
638.071717,0.008000,-0.980000
638.073085,0.008000,-1.000000
638.074454,0.004000,-0.960000
638.075822,0.008000,-0.980000
638.077191,0.008000,-0.980000
638.078559,0.008000,-1.000000
638.079928,0.012000,-0.980000
638.081297,0.012000,-0.980000
638.082665,0.012000,-0.980000
638.084034,0.008000,-0.980000
638.085402,0.008000,-1.000000
638.086771,0.012000,-0.960000
638.088139,0.008000,-0.980000
638.089508,0.004000,-0.980000
638.090876,0.004000,-1.000000
638.092245,0.004000,-0.980000
638.093613,0.004000,-1.020000
638.094982,0.012000,-1.000000
638.096351,0.008000,-0.980000
638.097719,0.008000,-0.980000
638.099088,0.008000,-0.980000
638.100456,0.004000,-1.000000
638.101825,0.008000,-0.980000
638.103193,0.008000,-1.000000
638.104562,0.008000,-0.980000
638.105930,0.012000,-0.980000
638.107299,0.008000,-1.000000
638.108667,0.008000,-1.000000
638.110036,0.008000,-0.980000
638.111405,0.008000,-0.980000
638.112773,0.008000,-1.000000
638.114142,0.008000,-0.960000
638.115510,0.004000,-1.000000
638.116879,0.012000,-1.020000
638.118247,0.008000,-1.000000
638.119616,0.008000,-1.000000
638.120984,0.008000,-0.980000
638.122353,0.008000,-1.000000
638.123721,0.004000,-1.000000
638.125090,0.008000,-1.000000
638.126459,0.012000,-0.980000
638.127827,0.012000,-1.020000
638.129196,0.008000,-1.000000
638.130564,0.004000,-1.020000
638.131933,0.012000,-1.000000
638.133301,0.008000,-1.000000
